BBBAABBBB,BBBAAAABBBB
AAAA,AAAAAAAA
AAABBBBBA,AAAAAABBBBBAA
BBABBBBAB,BBAABBBBAAB
BAAA,BAAAAAA
BBBBB,BBBBB
BAABBAB,BAAAABBAAB
BBA,BBAA
ABBABBB,AABBAABBB
ABBBABAB,AABBBAABAAB
ABABABBAB,AABAABAABBAAB
BBB,BBB
BBBABBAA,BBBAABBAAAA
BAABAABA,BAAAABAAAABAA
AAAAAB,AAAAAAAAAAB
A,AA
AAB,AAAAB
BBBBABA,BBBBAABAA
ABAB,AABAAB
ABABB,AABAABB
AB,AAB
BAAABBA,BAAAAAABBAA
BAABABAB,BAAAABAABAAB
ABAAAABA,AABAAAAAAAABAA
ABBA,AABBAA
BBBB,BBBB
AABABBAAB,AAAABAABBAAAAB
BBABBA,BBAABBAA
BBAABAA,BBAAAABAAAA
BABBBAB,BAABBBAAB
BABAB,BAABAAB
AAAAABA,AAAAAAAAAABAA
BAA,BAAAA
AAA,AAAAAA
BBBA,BBBAA
B,B
BB,BB
ABABB,AABAABB
AAA,AAAAAA
B,B
BABB,BAABB
BAB,BAAB
BBAAAB,BBAAAAAAB
BBAABBA,BBAAAABBAA
BBBBB,BBBBB
A,AA
BBAAAAA,BBAAAAAAAAAA
AAAB,AAAAAAB
BABBABA,BAABBAABAA
BABABBB,BAABAABBB
AAABAAABB,AAAAAABAAAAAABB
BABBABB,BAABBAABB
B,B
BBBB,BBBB
AB,AAB
AAAAAB,AAAAAAAAAAB
ABAAABA,AABAAAAAABAA
BBBBBA,BBBBBAA
ABA,AABAA
BBBBAB,BBBBAAB
BBBABAAA,BBBAABAAAAAA
AAAB,AAAAAAB
AABAAAAB,AAAABAAAAAAAAB
BBA,BBAA
ABAB,AABAAB
BABA,BAABAA
AB,AAB
BAAAA,BAAAAAAAA
BAAAAAAA,BAAAAAAAAAAAAAA
BAA,BAAAA
BABAABABA,BAABAAAABAABAA
ABAABAB,AABAAAABAAB
BAABAB,BAAAABAAB
BBBB,BBBB
AABAA,AAAABAAAA
AAAAB,AAAAAAAAB
AB,AAB
BAA,BAAAA
AB,AAB
ABAAB,AABAAAAB
AABBA,AAAABBAA
BABAA,BAABAAAA
BBAABBBAB,BBAAAABBBAAB
BBAAA,BBAAAAAA
ABA,AABAA
ABBABB,AABBAABB
B,B
ABBAAAABA,AABBAAAAAAAABAA
ABABBBAB,AABAABBBAAB
BAAABABB,BAAAAAABAABB
BABBBBAA,BAABBBBAAAA
ABBBBBAAA,AABBBBBAAAAAA
AABBB,AAAABBB
AABAAABBA,AAAABAAAAAABBAA
BBBAB,BBBAAB
ABBBBAAA,AABBBBAAAAAA
BB,BB
BBBBAAAAA,BBBBAAAAAAAAAA
BAABBAAAB,BAAAABBAAAAAAB
AAB,AAAAB
BABBBAB,BAABBBAAB
ABABAAA,AABAABAAAAAA
BABABAA,BAABAABAAAA
ABBBAA,AABBBAAAA
ABAB,AABAAB
BABBAABB,BAABBAAAABB
AAAB,AAAAAAB
BBABBBBB,BBAABBBBB
B,B
BAA,BAAAA
BAAABA,BAAAAAABAA
ABA,AABAA
BB,BB
B,B
BBBBA,BBBBAA
ABAAA,AABAAAAAA
BAB,BAAB
AAB,AAAAB
ABBAABAAB,AABBAAAABAAAAB
AAABBAB,AAAAAABBAAB
ABAABBAA,AABAAAABBAAAA
BBAABBB,BBAAAABBB
BAAAA,BAAAAAAAA
BBAB,BBAAB
BB,BB
B,B
AAAAA,AAAAAAAAAA
BAAA,BAAAAAA
AAABBA,AAAAAABBAA
BBBAA,BBBAAAA
AB,AAB
BAAAAAAB,BAAAAAAAAAAAAB
BAAAAB,BAAAAAAAAB
AAABABA,AAAAAABAABAA
AAB,AAAAB
AABBB,AAAABBB
AABABBA,AAAABAABBAA
AAA,AAAAAA
B,B
ABAB,AABAAB
AABBAAAB,AAAABBAAAAAAB
BABBBAA,BAABBBAAAA
B,B
A,AA
BBBAAAAA,BBBAAAAAAAAAA
AA,AAAA
BBBBB,BBBBB
BBAAABAA,BBAAAAAABAAAA
BABABA,BAABAABAA
BBBABBABA,BBBAABBAABAA
BBB,BBB
BABBAAA,BAABBAAAAAA
BBABB,BBAABB
AB,AAB
AA,AAAA
ABABBA,AABAABBAA
BA,BAA
BAA,BAAAA
AB,AAB
BAAABBBBB,BAAAAAABBBBB
AABBAA,AAAABBAAAA
B,B
ABA,AABAA
AB,AAB
AA,AAAA
A,AA
BBBABAAB,BBBAABAAAAB
AAABBB,AAAAAABBB
BAAA,BAAAAAA
AAB,AAAAB
BAA,BAAAA
AAA,AAAAAA
BAABAAABA,BAAAABAAAAAABAA
AB,AAB
BBB,BBB
AB,AAB
AAAAAABA,AAAAAAAAAAAABAA
BABAABBB,BAABAAAABBB
BBABABB,BBAABAABB
ABBBBAA,AABBBBAAAA
AA,AAAA
ABABBAA,AABAABBAAAA
BABA,BAABAA
BBABA,BBAABAA
AA,AAAA
ABBBAB,AABBBAAB
BA,BAA
BAABAB,BAAAABAAB
BBABABBA,BBAABAABBAA
BA,BAA
AAA,AAAAAA
ABABA,AABAABAA
BBAABBBBB,BBAAAABBBBB
BBAAAB,BBAAAAAAB
ABBAAAB,AABBAAAAAAB
AAAAB,AAAAAAAAB
AABA,AAAABAA
BAB,BAAB
ABBAA,AABBAAAA
BBABAAA,BBAABAAAAAA
BBAAB,BBAAAAB
B,B
BABBAB,BAABBAAB
BBBABBB,BBBAABBB
ABBBAABAA,AABBBAAAABAAAA
AAAAAA,AAAAAAAAAAAA
ABAA,AABAAAA
ABABBAA,AABAABBAAAA
ABBBBAA,AABBBBAAAA
AAAAAA,AAAAAAAAAAAA
BAABB,BAAAABB
AB,AAB
BBBBAAB,BBBBAAAAB
BABBBA,BAABBBAA
AABBAA,AAAABBAAAA
ABAA,AABAAAA
BAAAB,BAAAAAAB
AB,AAB
BB,BB
BAAABA,BAAAAAABAA
AABBA,AAAABBAA
BBA,BBAA
BAA,BAAAA
BAB,BAAB
BBBA,BBBAA
BAAABAAA,BAAAAAABAAAAAA
B,B
BBBB,BBBB
BBABBB,BBAABBB
ABAAAABAB,AABAAAAAAAABAAB
BABBA,BAABBAA
BBABBBBAB,BBAABBBBAAB
ABABBBB,AABAABBBB
AB,AAB
BBBBBBBAB,BBBBBBBAAB
BBBAAB,BBBAAAAB
ABAAB,AABAAAAB
BBAAAAA,BBAAAAAAAAAA
BBAB,BBAAB
ABAB,AABAAB
ABBB,AABBB
ABBA,AABBAA
AAAAAAABB,AAAAAAAAAAAAAABB
ABAABBBA,AABAAAABBBAA
AAAAA,AAAAAAAAAA
BBAABBA,BBAAAABBAA
A,AA
A,AA
A,AA
AABAA,AAAABAAAA
ABBBBBBAA,AABBBBBBAAAA
BBBBBBBB,BBBBBBBB
A,AA
AAA,AAAAAA
AABAAAB,AAAABAAAAAAB
BB,BB
ABBB,AABBB
AAB,AAAAB
BABBABBA,BAABBAABBAA
B,B
AABBBAAA,AAAABBBAAAAAA
ABBBA,AABBBAA
BBABABAAB,BBAABAABAAAAB
BBBBAABAA,BBBBAAAABAAAA
ABBBB,AABBBB
AABB,AAAABB
BAAABA,BAAAAAABAA
A,AA
AAABB,AAAAAABB
AB,AAB
BBBAAABBB,BBBAAAAAABBB
ABABB,AABAABB
BBABBABAB,BBAABBAABAAB
BBBABAAAA,BBBAABAAAAAAAA
AABBA,AAAABBAA
AABA,AAAABAA
BBBAAAA,BBBAAAAAAAA
A,AA
BBAA,BBAAAA
BAAA,BAAAAAA
AABAABBA,AAAABAAAABBAA
BBB,BBB
BBABAABA,BBAABAAAABAA
ABBB,AABBB
ABBB,AABBB
ABBBAA,AABBBAAAA
AAAAAAAA,AAAAAAAAAAAAAAAA
BABBBAA,BAABBBAAAA
BAA,BAAAA
BB,BB
AAAABA,AAAAAAAABAA
A,AA
BBBABA,BBBAABAA
AAB,AAAAB
AAABA,AAAAAABAA
AAAAA,AAAAAAAAAA
BB,BB
BBAABAA,BBAAAABAAAA
BBBBBBAA,BBBBBBAAAA
ABBBAAB,AABBBAAAAB
ABAABBA,AABAAAABBAA
AAB,AAAAB
ABBBBA,AABBBBAA
ABBAAABA,AABBAAAAAABAA
B,B
ABAAAAABA,AABAAAAAAAAAABAA
AAABAABBB,AAAAAABAAAABBB
B,B
ABBAAABAA,AABBAAAAAABAAAA
B,B
AABBB,AAAABBB
ABBBBBBBA,AABBBBBBBAA
BBBAAABA,BBBAAAAAABAA
AAAABAA,AAAAAAAABAAAA
BABAABBA,BAABAAAABBAA
AB,AAB
BAAABBBBB,BAAAAAABBBBB
BAAAABBBA,BAAAAAAAABBBAA
BBAAABAB,BBAAAAAABAAB
AABBBB,AAAABBBB
AABBA,AAAABBAA
BBBAABB,BBBAAAABB
AA,AAAA
BBB,BBB
BABBAB,BAABBAAB
ABAABBAB,AABAAAABBAAB
A,AA
BBAABB,BBAAAABB
BBBBAB,BBBBAAB
BBBA,BBBAA
BAA,BAAAA
AAA,AAAAAA
ABBAA,AABBAAAA
BBABB,BBAABB
BAAABAAAA,BAAAAAABAAAAAAAA
ABABBBABA,AABAABBBAABAA
BBBABBBAB,BBBAABBBAAB
A,AA
ABBAAAAB,AABBAAAAAAAAB
AAAAABAB,AAAAAAAAAABAAB
ABB,AABB
AAABBAA,AAAAAABBAAAA
BBAAABB,BBAAAAAABB
BBAA,BBAAAA
BBAA,BBAAAA
BAAABBBB,BAAAAAABBBB
AB,AAB
A,AA
BAAA,BAAAAAA
AB,AAB
AB,AAB
AABBAA,AAAABBAAAA
BBA,BBAA
BBAAABA,BBAAAAAABAA
B,B
BA,BAA
ABBABBBAB,AABBAABBBAAB
BAAA,BAAAAAA
ABAAAAB,AABAAAAAAAAB
BBBAABBAA,BBBAAAABBAAAA
B,B
BBAB,BBAAB
BBBBAB,BBBBAAB
AA,AAAA
ABBB,AABBB
BAAB,BAAAAB
AAABAAB,AAAAAABAAAAB
BBB,BBB
AB,AAB
BAA,BAAAA
ABABB,AABAABB
BBBBAB,BBBBAAB
AAAABAAA,AAAAAAAABAAAAAA
BBBBBB,BBBBBB
BABBAAAAB,BAABBAAAAAAAAB
BBBABBBB,BBBAABBBB
ABA,AABAA
BBAB,BBAAB
A,AA
AABABBBB,AAAABAABBBB
BAAAAAAB,BAAAAAAAAAAAAB
BABB,BAABB
BA,BAA
ABBABAB,AABBAABAAB
AAA,AAAAAA
ABAB,AABAAB
AAABB,AAAAAABB
AAABA,AAAAAABAA
AAAAAA,AAAAAAAAAAAA
BBABAAB,BBAABAAAAB
B,B
ABBBABBBA,AABBBAABBBAA
B,B
A,AA
BA,BAA
BABAA,BAABAAAA
BABBBA,BAABBBAA
ABBABAAB,AABBAABAAAAB
ABBAB,AABBAAB
AABAAB,AAAABAAAAB
BBAAAA,BBAAAAAAAA
BBAABBA,BBAAAABBAA
BAABAAAB,BAAAABAAAAAAB
AAB,AAAAB
AABBA,AAAABBAA
BABBB,BAABBB
BBABABB,BBAABAABB
AAAAA,AAAAAAAAAA
AB,AAB
AABAAAB,AAAABAAAAAAB
ABABB,AABAABB
BBBBBABAA,BBBBBAABAAAA
BAAA,BAAAAAA
AABABBBAB,AAAABAABBBAAB
AABBBABAB,AAAABBBAABAAB
AABA,AAAABAA
AAABBAB,AAAAAABBAAB
BABBBAA,BAABBBAAAA
B,B
AB,AAB
BBAAAA,BBAAAAAAAA
AABBAABA,AAAABBAAAABAA
ABABABAAA,AABAABAABAAAAAA
A,AA
BBBBB,BBBBB
BABBB,BAABBB
BAA,BAAAA
BABAAA,BAABAAAAAA
BBBBB,BBBBB
A,AA
AAABABB,AAAAAABAABB
BBAA,BBAAAA
AABBBABB,AAAABBBAABB
BBABBAA,BBAABBAAAA
A,AA
BABBBBBB,BAABBBBBB
ABBBABAB,AABBBAABAAB
A,AA
BABBAAAA,BAABBAAAAAAAA
A,AA
BBBBBAABB,BBBBBAAAABB
BBBB,BBBB
BB,BB
BBBBABB,BBBBAABB
BAABB,BAAAABB
ABA,AABAA
BABA,BAABAA
BBA,BBAA
BAAB,BAAAAB
BBBAAB,BBBAAAAB
BBBB,BBBB
BA,BAA
BABBBBB,BAABBBBB
BBB,BBB
BBA,BBAA
AB,AAB
BAAABABBB,BAAAAAABAABBB
ABBAB,AABBAAB
ABABABABB,AABAABAABAABB
BBABBBAA,BBAABBBAAAA
B,B
BAAABABA,BAAAAAABAABAA
A,AA
ABABB,AABAABB
B,B
B,B
BBB,BBB
BBBBAAAB,BBBBAAAAAAB
AAAA,AAAAAAAA
AB,AAB
BA,BAA
AABBB,AAAABBB
BAAB,BAAAAB
A,AA
B,B
BBBA,BBBAA
ABBAAABAA,AABBAAAAAABAAAA
BBBBAAABB,BBBBAAAAAABB
ABABAA,AABAABAAAA
BBAB,BBAAB
AAB,AAAAB
ABBB,AABBB
BABAAB,BAABAAAAB
BAB,BAAB
AA,AAAA
ABBAABAB,AABBAAAABAAB
ABBABAAB,AABBAABAAAAB
AA,AAAA
BBBAA,BBBAAAA
AB,AAB
BBBBAB,BBBBAAB
ABABBAABA,AABAABBAAAABAA
BBABAB,BBAABAAB
A,AA
AABA,AAAABAA
AA,AAAA
BABBBBA,BAABBBBAA
BBBBAAAAB,BBBBAAAAAAAAB
ABAB,AABAAB
BAAABA,BAAAAAABAA
A,AA
A,AA
BAA,BAAAA
AAAB,AAAAAAB
BBBBB,BBBBB
ABABBBBAB,AABAABBBBAAB
ABBB,AABBB
ABABBBAAB,AABAABBBAAAAB
AAAB,AAAAAAB
BAAAAB,BAAAAAAAAB
ABBAB,AABBAAB
AAABAB,AAAAAABAAB
AAABA,AAAAAABAA
BAA,BAAAA
BBBBB,BBBBB
BABBB,BAABBB
BB,BB
BABB,BAABB
BBBABB,BBBAABB
BAABB,BAAAABB
ABB,AABB
AAB,AAAAB
AABBAABA,AAAABBAAAABAA
BBAA,BBAAAA
BB,BB
BABBAA,BAABBAAAA
BB,BB
ABBBABB,AABBBAABB
BBA,BBAA
BAABABABB,BAAAABAABAABB
BBA,BBAA
BAABAB,BAAAABAAB
BABBB,BAABBB
B,B
AABA,AAAABAA
BBA,BBAA
BAABAA,BAAAABAAAA
ABBABAAAB,AABBAABAAAAAAB
A,AA
AAA,AAAAAA
BBABAA,BBAABAAAA
AB,AAB
BAAABAA,BAAAAAABAAAA
BABBB,BAABBB
BBAA,BBAAAA
A,AA
ABBABBBB,AABBAABBBB
AABBBABA,AAAABBBAABAA
B,B
BAAA,BAAAAAA
B,B
BAAA,BAAAAAA
BBBABBAB,BBBAABBAAB
BABBAABBA,BAABBAAAABBAA
AABBABABA,AAAABBAABAABAA
AABA,AAAABAA
BAABA,BAAAABAA
BBAAAB,BBAAAAAAB
BA,BAA
BABBBABB,BAABBBAABB
BABABABAA,BAABAABAABAAAA
BBBAAB,BBBAAAAB
BA,BAA
BA,BAA
AAB,AAAAB
BA,BAA
BAABBABBB,BAAAABBAABBB
BBBB,BBBB
BAAAB,BAAAAAAB
BABBAABA,BAABBAAAABAA
ABAABA,AABAAAABAA
AABABB,AAAABAABB
AABABBB,AAAABAABBB
BABAABBB,BAABAAAABBB
BAB,BAAB
A,AA
BABAA,BAABAAAA
BA,BAA
ABBABAB,AABBAABAAB
AB,AAB
ABAA,AABAAAA
B,B
ABABABB,AABAABAABB
BBBAAAAB,BBBAAAAAAAAB
BABABABBA,BAABAABAABBAA
A,AA
ABAAAABB,AABAAAAAAAABB
AB,AAB
BA,BAA
BBBBBABA,BBBBBAABAA
B,B
ABBBBBBAB,AABBBBBBAAB
BBBBAAAA,BBBBAAAAAAAA
ABBBAAAA,AABBBAAAAAAAA
BAAAA,BAAAAAAAA
ABABA,AABAABAA
AAA,AAAAAA
AABBBABBA,AAAABBBAABBAA
BAAABABB,BAAAAAABAABB
AABBABBAA,AAAABBAABBAAAA
ABBB,AABBB
AABB,AAAABB
BAA,BAAAA
AA,AAAA
AABBABB,AAAABBAABB
AA,AAAA
ABAB,AABAAB
BBBABAA,BBBAABAAAA
BBBB,BBBB
BAB,BAAB
BABBBA,BAABBBAA
AB,AAB
BABBAAAAB,BAABBAAAAAAAAB
B,B
ABBB,AABBB
ABB,AABB
BAA,BAAAA
ABBABBAA,AABBAABBAAAA
AAAAAA,AAAAAAAAAAAA
ABBB,AABBB
ABBA,AABBAA
ABABA,AABAABAA
ABAAABBB,AABAAAAAABBB
BAA,BAAAA
BBBB,BBBB
A,AA
AAAAAB,AAAAAAAAAAB
BAABABA,BAAAABAABAA
AA,AAAA
ABAAAAAB,AABAAAAAAAAAAB
AAA,AAAAAA
BBABAABBB,BBAABAAAABBB
BBAAABBAB,BBAAAAAABBAAB
AABAB,AAAABAAB
B,B
BBAAB,BBAAAAB
BABBABA,BAABBAABAA
BBABBAB,BBAABBAAB
BBAAB,BBAAAAB
BBA,BBAA
BAABB,BAAAABB
A,AA
BB,BB
BBB,BBB
BBBA,BBBAA
ABABABBAB,AABAABAABBAAB
ABBABAAA,AABBAABAAAAAA
B,B
A,AA
BAAAAABAA,BAAAAAAAAAABAAAA
BBBB,BBBB
ABBAAAABB,AABBAAAAAAAABB
BABAAA,BAABAAAAAA
AABBA,AAAABBAA
BAAABBABB,BAAAAAABBAABB
BBBBBABA,BBBBBAABAA
AAABAAA,AAAAAABAAAAAA
A,AA
BBABAAA,BBAABAAAAAA
AABABA,AAAABAABAA
AB,AAB
BBABAAAAA,BBAABAAAAAAAAAA
BBBBBA,BBBBBAA
AABBABABA,AAAABBAABAABAA
ABBAABBAB,AABBAAAABBAAB
BBABBB,BBAABBB
ABABABA,AABAABAABAA
BAAABAB,BAAAAAABAAB
BABA,BAABAA
BABBBAA,BAABBBAAAA
A,AA
BBBABABB,BBBAABAABB
BBAAABBBA,BBAAAAAABBBAA
AAABBBAA,AAAAAABBBAAAA
BABBBABAB,BAABBBAABAAB
BA,BAA
BABBB,BAABBB
AABAAAAA,AAAABAAAAAAAAAA
BBBBA,BBBBAA
BAB,BAAB
AAABA,AAAAAABAA
BAB,BAAB
ABAAABBA,AABAAAAAABBAA
BBBAABABA,BBBAAAABAABAA
ABAAA,AABAAAAAA
BBBABAABA,BBBAABAAAABAA
AAAAA,AAAAAAAAAA
B,B
ABAAABAAB,AABAAAAAABAAAAB
ABBBAAB,AABBBAAAAB
B,B
ABBAB,AABBAAB
BBBB,BBBB
BAABAA,BAAAABAAAA
ABBBAA,AABBBAAAA
AAA,AAAAAA
AAAAA,AAAAAAAAAA
BABAABB,BAABAAAABB
BABAAA,BAABAAAAAA
AAABB,AAAAAABB
AABB,AAAABB
A,AA
A,AA
BABABABB,BAABAABAABB
B,B
ABABA,AABAABAA
A,AA
BABBA,BAABBAA
ABBBBAAAA,AABBBBAAAAAAAA
ABA,AABAA
BBAAAABA,BBAAAAAAAABAA
B,B
AAABBA,AAAAAABBAA
BABBBA,BAABBBAA
AB,AAB
AAABAAAAB,AAAAAABAAAAAAAAB
AAABBBBBA,AAAAAABBBBBAA
ABBAA,AABBAAAA
ABBAA,AABBAAAA
A,AA
AABA,AAAABAA
AAABBABB,AAAAAABBAABB
AABAABBAB,AAAABAAAABBAAB
BAAAAABB,BAAAAAAAAAABB
A,AA
B,B
BABBB,BAABBB
BAA,BAAAA
AABBA,AAAABBAA
BA,BAA
ABABABB,AABAABAABB
AB,AAB
AABB,AAAABB
BBABBABBA,BBAABBAABBAA
A,AA
BABBB,BAABBB
ABBAAAABB,AABBAAAAAAAABB
BBBB,BBBB
BBBBBB,BBBBBB
ABBBAABAA,AABBBAAAABAAAA
BB,BB
ABAA,AABAAAA
BBABAAAA,BBAABAAAAAAAA
BAAAB,BAAAAAAB
BB,BB
BBBA,BBBAA
AABB,AAAABB
AAAAABABB,AAAAAAAAAABAABB
BAABABAAB,BAAAABAABAAAAB
ABBABBA,AABBAABBAA
BAAAA,BAAAAAAAA
BB,BB
BA,BAA
ABBBABB,AABBBAABB
BAAAA,BAAAAAAAA
BABABB,BAABAABB
BABB,BAABB
BBBAABAAB,BBBAAAABAAAAB
AAABAB,AAAAAABAAB
B,B
AAAABAA,AAAAAAAABAAAA
AAAABBBB,AAAAAAAABBBB
BBA,BBAA
ABAAABB,AABAAAAAABB
BBABAAABA,BBAABAAAAAABAA
BAAB,BAAAAB
ABBAA,AABBAAAA
ABAAB,AABAAAAB
BBAAAAB,BBAAAAAAAAB
AABBBB,AAAABBBB
BBA,BBAA
BAA,BAAAA
AAA,AAAAAA
BBABBBA,BBAABBBAA
ABA,AABAA
ABABBBAAA,AABAABBBAAAAAA
ABBAAAAB,AABBAAAAAAAAB
AABAAB,AAAABAAAAB
AAABAB,AAAAAABAAB
BABBBABBA,BAABBBAABBAA
AAABA,AAAAAABAA
B,B
BBBB,BBBB
BAABA,BAAAABAA
AA,AAAA
BBAB,BBAAB
AB,AAB
ABBA,AABBAA
AABABABB,AAAABAABAABB
AAAA,AAAAAAAA
BABAAA,BAABAAAAAA
BABAB,BAABAAB
ABAB,AABAAB
AABB,AAAABB
ABBAAABBB,AABBAAAAAABBB
BAB,BAAB
ABBB,AABBB
BBAAA,BBAAAAAA
BBBBBB,BBBBBB
AABBB,AAAABBB
AABBABBAA,AAAABBAABBAAAA
AAAB,AAAAAAB
ABBAB,AABBAAB
B,B
ABA,AABAA
AABBBAB,AAAABBBAAB
ABABBABB,AABAABBAABB
AABBAAAB,AAAABBAAAAAAB
BAAAABAB,BAAAAAAAABAAB
ABA,AABAA
AAABABABB,AAAAAABAABAABB
BBAABA,BBAAAABAA
BBBABBBB,BBBAABBBB
BB,BB
ABAAABAB,AABAAAAAABAAB
ABABABBBB,AABAABAABBBB
ABBB,AABBB
BBABBBB,BBAABBBB
AA,AAAA
BBAAABAB,BBAAAAAABAAB
AAAABBABA,AAAAAAAABBAABAA
AABA,AAAABAA
BBABABBBB,BBAABAABBBB
BABAB,BAABAAB
BBBBAAAA,BBBBAAAAAAAA
AAAAABA,AAAAAAAAAABAA
ABBAAAAB,AABBAAAAAAAAB
ABAAAAA,AABAAAAAAAAAA
BAABBBA,BAAAABBBAA
AB,AAB
AABAB,AAAABAAB
B,B
ABAAA,AABAAAAAA
BBAAAAA,BBAAAAAAAAAA
B,B
ABB,AABB
BBA,BBAA
AAABB,AAAAAABB
BABBBB,BAABBBB
BA,BAA
AAAA,AAAAAAAA
ABAB,AABAAB
BABA,BAABAA
BBAAA,BBAAAAAA
B,B
BBA,BBAA
AABABBA,AAAABAABBAA
BAABA,BAAAABAA
ABABAABBA,AABAABAAAABBAA
AAA,AAAAAA
AA,AAAA
AABBBAABB,AAAABBBAAAABB
BBBBA,BBBBAA
BAABA,BAAAABAA
BBAA,BBAAAA
BBBA,BBBAA
BBBABAB,BBBAABAAB
AAABA,AAAAAABAA
ABABA,AABAABAA
BBBABABB,BBBAABAABB
BBBABBA,BBBAABBAA
ABABBBAA,AABAABBBAAAA
AABBAA,AAAABBAAAA
B,B
BABBAABAA,BAABBAAAABAAAA
A,AA
BBAABAAA,BBAAAABAAAAAA
ABBBBAB,AABBBBAAB
AAAB,AAAAAAB
AAAABBAAB,AAAAAAAABBAAAAB
BABBABBB,BAABBAABBB
AAA,AAAAAA
ABABBA,AABAABBAA
ABAAAABAB,AABAAAAAAAABAAB
AAAA,AAAAAAAA
BAABBA,BAAAABBAA
AAB,AAAAB
ABABAAAB,AABAABAAAAAAB
BABBA,BAABBAA
A,AA
BBBB,BBBB
BABBABA,BAABBAABAA
BAB,BAAB
BBBBBABBB,BBBBBAABBB
BABABABAB,BAABAABAABAAB
ABABABBA,AABAABAABBAA
BBAABA,BBAAAABAA
AAAAABA,AAAAAAAAAABAA
BB,BB
ABAABA,AABAAAABAA
AAABBABA,AAAAAABBAABAA
AAA,AAAAAA
ABBAB,AABBAAB
AA,AAAA
BBAABBBB,BBAAAABBBB
ABBAA,AABBAAAA
ABBBBBBBB,AABBBBBBBB
AAA,AAAAAA
BBB,BBB
BA,BAA
BAA,BAAAA
ABAABBBB,AABAAAABBBB
BABBB,BAABBB
AAAB,AAAAAAB
BA,BAA
BABAABAB,BAABAAAABAAB
AB,AAB
A,AA
ABA,AABAA
BBABBBABB,BBAABBBAABB
AA,AAAA
AAAB,AAAAAAB
A,AA
BABA,BAABAA
BABAABB,BAABAAAABB
AAB,AAAAB
BBBB,BBBB
AAABAAA,AAAAAABAAAAAA
BABBABBAA,BAABBAABBAAAA
AAABA,AAAAAABAA
BABAAAA,BAABAAAAAAAA
BA,BAA
BABAA,BAABAAAA
AAAABA,AAAAAAAABAA
AABBBA,AAAABBBAA
AA,AAAA
BABBBBB,BAABBBBB
ABB,AABB
AAAAAB,AAAAAAAAAAB
BBBAA,BBBAAAA
BBBBA,BBBBAA
BBBA,BBBAA
B,B
BBABABBA,BBAABAABBAA
AABAABB,AAAABAAAABB
BBAAAABA,BBAAAAAAAABAA
AA,AAAA
AA,AAAA
ABABAAB,AABAABAAAAB
BAB,BAAB
ABBBAABA,AABBBAAAABAA
A,AA
BBBAAA,BBBAAAAAA
AA,AAAA
AAABB,AAAAAABB
AABB,AAAABB
AA,AAAA
ABBB,AABBB
BAB,BAAB
AAB,AAAAB
AABAAAAA,AAAABAAAAAAAAAA
BBBBAB,BBBBAAB
AAABABBBB,AAAAAABAABBBB
AA,AAAA
BB,BB
BBABBAA,BBAABBAAAA
B,B
ABB,AABB
ABAAAAB,AABAAAAAAAAB
BBAAAA,BBAAAAAAAA
BABAAAABB,BAABAAAAAAAABB
BBBBBABBB,BBBBBAABBB
ABBBBB,AABBBBB
AA,AAAA
ABBA,AABBAA
AAAAB,AAAAAAAAB
BBAAB,BBAAAAB
AABBBBBA,AAAABBBBBAA
ABBBBABA,AABBBBAABAA
BBABABBAA,BBAABAABBAAAA
AAABBB,AAAAAABBB
ABAA,AABAAAA
AABBBAAB,AAAABBBAAAAB
B,B
AABBBBA,AAAABBBBAA
AAAA,AAAAAAAA
ABBBB,AABBBB
BBA,BBAA
ABBBBBAAB,AABBBBBAAAAB
BBAAB,BBAAAAB
BB,BB
A,AA
AA,AAAA
AAABABA,AAAAAABAABAA
AABAAAAB,AAAABAAAAAAAAB
BBBABB,BBBAABB
BBBBABAA,BBBBAABAAAA
BAAABBAB,BAAAAAABBAAB
BBBA,BBBAA
BB,BB
A,AA
BBBAABABA,BBBAAAABAABAA
ABBA,AABBAA
BABBBAAA,BAABBBAAAAAA
AAA,AAAAAA
ABAB,AABAAB
ABAABBB,AABAAAABBB
BBB,BBB
BB,BB
AAA,AAAAAA
BBBB,BBBB
BBA,BBAA
BB,BB
A,AA
AABAAAB,AAAABAAAAAAB
BBBBABBB,BBBBAABBB
AB,AAB
BABAAA,BAABAAAAAA
BAAA,BAAAAAA
ABABAB,AABAABAAB
A,AA
BA,BAA
A,AA
BBBAAA,BBBAAAAAA
B,B
BABBBBBBA,BAABBBBBBAA
AA,AAAA
ABABAB,AABAABAAB
AABABABB,AAAABAABAABB
AAB,AAAAB
BBBAAAAB,BBBAAAAAAAAB
B,B
BABA,BAABAA
ABAA,AABAAAA
AAABBBBA,AAAAAABBBBAA
AAABB,AAAAAABB
BBB,BBB
A,AA
ABBABB,AABBAABB
ABABBBA,AABAABBBAA
ABABBB,AABAABBB
BAAB,BAAAAB
BABABBAB,BAABAABBAAB
AAABBBAAB,AAAAAABBBAAAAB
AAAAAA,AAAAAAAAAAAA
B,B
BAAB,BAAAAB
ABBBABB,AABBBAABB
AABBAA,AAAABBAAAA
BBBAB,BBBAAB
BAAB,BAAAAB
AAABAAAAB,AAAAAABAAAAAAAAB
BBABBBBAA,BBAABBBBAAAA
BB,BB
AAAA,AAAAAAAA
BAB,BAAB
ABAAAAA,AABAAAAAAAAAA
BA,BAA
BBA,BBAA
BAAAAA,BAAAAAAAAAA
BBBAB,BBBAAB
BABA,BAABAA
AB,AAB
